benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,n_components,sum_execution_time_ms,sum_n_returned,sum_total_docs_examined,sum_total_keys_examined,docs_per_returned_total,keys_per_returned_total,has_ixscan_any,has_collscan_any,has_fetch_any,has_sort_any,has_update_any,has_and_sorted_any,has_or_stage_any,has_projection_any,has_lookup_any,has_group_any,used_disk_any,all_stages,all_index_names,component_collections,unique_component_collection_count,sum_collection_count_unique,sum_collection_size_bytes_unique,sum_collection_storage_size_bytes_unique,sum_collection_total_index_size_bytes_unique,sum_collection_total_size_bytes_unique,max_collection_avg_obj_size_bytes,sum_estimated_docs_examined_bytes,sum_estimated_returned_bytes,estimated_examined_bytes_per_returned,max_docs_examined_collection_ratio,max_index_to_data_size_ratio
series_g9_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:55:15.513132+00:00,2026-05-28 13:55:15.520971+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,2.0,20.0,76.0,76.0,3.8,3.8,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1,series,1,186514.0,480359808.0,1708032.0,4947968.0,6656000.0,2575.0,195700.0,51500.0,9785.0,0.0004074761143935576,0.010300545377851428
watchitem_g0_sf0.5__primary__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG10_AdvancedSearchWatchItems,primary,hot,2,1,completed,,2026-05-28 14:14:35.847380+00:00,2026-05-28 14:14:36.179842+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,322.0,20.0,15495.0,15495.0,774.75,774.75,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,5144340.0,6640.0,257217.0,0.0025537301022892926,0.3161646853821558
watchitem_g0_sf0.5__primary__QG1_WatchItemById__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG1_WatchItemById,primary,hot,2,1,completed,,2026-05-28 14:14:36.180076+00:00,2026-05-28 14:14:36.187148+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,332.0,332.0,332.0,1.6480994529133867e-07,0.3161646853821558
watchitem_g0_sf0.5__primary__QG2_WatchItemByTitle__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG2_WatchItemByTitle,primary,hot,2,1,completed,,2026-05-28 14:14:36.187305+00:00,2026-05-28 14:14:36.193411+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,664.0,664.0,332.0,3.2961989058267733e-07,0.3161646853821558
watchitem_g0_sf0.5__primary__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG3_RecommendationByGenreAndSubtype,primary,hot,2,1,completed,,2026-05-28 14:14:36.193570+00:00,2026-05-28 14:14:36.200654+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,24.0,24.0,1.2,1.2,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,7968.0,6640.0,398.4,3.955438686992128e-06,0.3161646853821558
watchitem_g0_sf0.5__primary__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG7_UpdateWatchItemMetadata,primary,hot,2,1,completed,,2026-05-28 14:14:36.200803+00:00,2026-05-28 14:14:36.206800+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,332.0,0.0,,1.6480994529133867e-07,0.3161646853821558
watchitem_g0_sf0.5__primary__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g0_sf0.5,watchitem_g0,G0,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG9_TopRatedSeriesByGenre,primary,hot,2,1,completed,,2026-05-28 14:14:36.206944+00:00,2026-05-28 14:14:36.310224+00:00,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,94.0,20.0,12327.0,12327.0,616.35,616.35,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,2017058367.0,392884224.0,637722624.0,1030606848.0,332.0,4092564.0,6640.0,204628.2,0.002031612195606332,0.3161646853821558
watchitem_g2_sf0.5__primary__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG10_AdvancedSearchWatchItems,primary,hot,2,1,completed,,2026-05-28 14:29:25.955061+00:00,2026-05-28 14:29:26.107378+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,144.0,20.0,15495.0,15495.0,774.75,774.75,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|title_type_1|title_1|release_year_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,5655675.0,7300.0,282783.75,0.0025537301022892926,0.28804459566098173
watchitem_g2_sf0.5__primary__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,primary,hot,2,1,completed,,2026-05-28 14:29:26.107553+00:00,2026-05-28 14:29:26.114167+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,1.0,20.0,24.0,24.0,1.2,1.2,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|title_type_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,8760.0,7300.0,438.0,3.955438686992128e-06,0.28804459566098173
watchitem_g2_sf0.5__primary__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG9_TopRatedSeriesByGenre,primary,hot,2,1,completed,,2026-05-28 14:29:26.114289+00:00,2026-05-28 14:29:26.224359+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,101.0,20.0,12327.0,12327.0,616.35,616.35,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,4499355.0,7300.0,224967.75,0.002031612195606332,0.28804459566098173
watchitem_g2_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 14:29:26.224601+00:00,2026-05-28 14:29:26.230717+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,365.0,365.0,365.0,1.6480994529133867e-07,0.28804459566098173
watchitem_g2_sf0.5__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 14:29:26.230864+00:00,2026-05-28 14:29:26.236937+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,730.0,730.0,365.0,3.2961989058267733e-07,0.28804459566098173
watchitem_g2_sf0.5__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 14:29:26.237085+00:00,2026-05-28 14:29:26.243414+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2214753943.0,423100416.0,637947904.0,1061048320.0,365.0,365.0,0.0,,1.6480994529133867e-07,0.28804459566098173
watchitem_g3_sf0.5__primary__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG10_AdvancedSearchWatchItems,primary,hot,2,1,completed,,2026-05-28 14:44:38.320942+00:00,2026-05-28 14:44:38.564380+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,233.0,20.0,15495.0,15495.0,774.75,774.75,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_1|release_year_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,6414930.0,8280.0,320746.5,0.0025537301022892926,0.25353817860137257
watchitem_g3_sf0.5__primary__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG3_RecommendationByGenreAndSubtype,primary,hot,2,1,completed,,2026-05-28 14:44:38.564624+00:00,2026-05-28 14:44:38.572515+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,24.0,24.0,1.2,1.2,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,9936.0,8280.0,496.8,3.955438686992128e-06,0.25353817860137257
watchitem_g3_sf0.5__primary__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG9_TopRatedSeriesByGenre,primary,hot,2,1,completed,,2026-05-28 14:44:38.572699+00:00,2026-05-28 14:44:38.676005+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,95.0,20.0,12327.0,12327.0,616.35,616.35,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,5103378.0,8280.0,255168.9,0.002031612195606332,0.25353817860137257
watchitem_g3_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 14:44:38.676229+00:00,2026-05-28 14:44:38.682429+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,414.0,414.0,414.0,1.6480994529133867e-07,0.25353817860137257
watchitem_g3_sf0.5__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 14:44:38.682582+00:00,2026-05-28 14:44:38.689161+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,828.0,828.0,414.0,3.2961989058267733e-07,0.25353817860137257
watchitem_g3_sf0.5__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 14:44:38.689311+00:00,2026-05-28 14:44:38.696542+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,6067595.0,2516164672.0,434581504.0,637943808.0,1072525312.0,414.0,414.0,0.0,,1.6480994529133867e-07,0.25353817860137257
watchitem_g4_sf0.5__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.051121+00:00,2026-05-28 15:37:46.222007+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,160.0,20.0,15495.0,15495.0,774.75,774.75,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,17772765.0,22940.0,888638.25,0.0025537301022892926,0.09160685528862109
watchitem_g4_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.222239+00:00,2026-05-28 15:37:46.228814+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,1147.0,1147.0,1147.0,1.6480994529133867e-07,0.09160685528862109
watchitem_g4_sf0.5__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.228982+00:00,2026-05-28 15:37:46.237397+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,2294.0,2294.0,1147.0,3.2961989058267733e-07,0.09160685528862109
watchitem_g4_sf0.5__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.237563+00:00,2026-05-28 15:37:46.245069+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,24.0,24.0,1.2,1.2,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,27528.0,22940.0,1376.4,3.955438686992128e-06,0.09160685528862109
watchitem_g4_sf0.5__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.245216+00:00,2026-05-28 15:37:46.251311+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,1147.0,0.0,,1.6480994529133867e-07,0.09160685528862109
watchitem_g4_sf0.5__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.251570+00:00,2026-05-28 15:37:46.356069+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,95.0,20.0,12327.0,12327.0,616.35,616.35,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,6067595.0,6964646281.0,1422565376.0,638009344.0,2060574720.0,1147.0,14139069.0,22940.0,706953.45,0.002031612195606332,0.09160685528862109
watchitem_g5_sf0.5__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.522687+00:00,2026-05-28 16:41:41.734000+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,200.0,20.0,15495.0,15495.0,774.75,774.75,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,6067595.0,10587168437.0,2200563712.0,637808640.0,2838372352.0,1744.0,27023280.0,34880.0,1351164.0,0.0025537301022892926,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.734226+00:00,2026-05-28 16:41:41.740370+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,6067595.0,10587168437.0,2200563712.0,637808640.0,2838372352.0,1744.0,1744.0,1744.0,1744.0,1.6480994529133867e-07,0.060243552730396596
